Run#,Result,Solution
11,9.96223,[-9.25884 -0.26873 -6.40598 -84.7213 -6.37006 -18.9841 -65.8909 -69.2061 -0.027391 0.0936813 -0.0242951 -65.8717 -25.2093 -47.0333 -0.268899 -0.117777 -44.0836 -65.903 -0.161911 -3.01079 -2.94389 -6.39113 -0.314771 -59.6056 -0.21756 -40.7367 -28.1956 -0.344164 72.3587 -59.575 ]
12,10.6224,[0.216824 -69.2159 -65.8719 -97.286 37.6206 -59.6028 -0.0221721 75.2845 -31.546 -15.6063 59.7968 -40.7235 -0.435087 0.129354 0.213782 -0.228738 -21.8898 -6.41252 -78.4586 -0.0162148 -0.107781 -50.3332 -37.8046 -0.666459 -9.35882 -31.5147 25.036 -44.0875 43.8904 -21.8758 ]
13,9.27324,[-6.44521 -18.9598 -3.03975 -28.1703 -31.5103 -0.478488 -34.4861 -84.7148 -91.0152 -0.240047 -3.01705 -34.4721 -9.32713 -40.7375 25.0331 -6.38711 -0.172968 37.5875 -15.5932 -18.9437 -0.4603 75.283 -50.3239 -6.41219 -88.066 -47.0328 -0.196365 -0.0204744 3.24274 -37.7999 ]
14,7.01617,[-3.02586 -21.8859 -9.33528 0.0978048 -28.1996 0.170166 28.3615 -0.425324 -12.6634 -0.0355854 -3.04781 -12.6538 -0.341655 34.6716 28.3794 -47.0372 -0.00107718 -47.0257 -12.6741 -2.92812 -9.30772 -18.9885 -31.5155 -59.5768 -69.2202 -28.1933 -88.0589 -0.20495 -0.249574 -78.4431 ]
15,6.35064,[0.0255369 -31.5053 -0.138778 -0.161388 -9.35436 -6.38116 -28.182 -44.057 -0.0281062 -31.5058 -12.6579 0.161805 -31.517 -25.2294 -0.310686 -50.3443 -37.8102 -3.12688 -0.140499 -0.0924315 -0.549992 -34.4618 -6.35308 -31.5146 0.160221 -3.10196 -18.9356 -53.3214 -15.6035 -0.0915043 ]
16,5.94149,[-0.188966 -28.1778 -0.403031 -31.5202 -25.2306 47.2249 84.9424 -47.0227 -53.3057 -0.0928538 -3.02088 -9.31529 87.8603 0.0350471 -0.0561142 -15.6144 -37.7859 -2.99961 47.2086 -0.139956 -21.9344 9.51358 0.477925 53.5053 -0.000909105 -15.6085 -12.6687 -34.4527 -6.36554 -6.38016 ]
17,7.66425,[-9.3398 -18.9302 -0.0046711 -28.1944 3.20225 -53.3095 -75.5034 -31.507 0.145996 -18.9503 -0.246531 9.52857 0.335368 0.121521 -34.4688 3.27761 -0.395604 -6.32642 -25.215 43.8748 -84.7046 -15.5886 -3.1947 -53.2981 -50.3606 -25.2413 -0.49271 -12.6651 3.28884 -44.0821 ]
18,12.3751,[-44.0801 -9.33813 -0.167154 -0.230042 -28.1783 -84.7304 -3.11763 0.19168 -0.0421143 -6.37979 -28.2241 -94.3509 -2.98032 0.398145 -75.4888 -0.39467 -21.8871 -12.691 -25.2253 -40.7426 -0.134209 28.3631 -25.2377 -37.8471 0.0596182 -3.03772 -97.3376 -0.262725 -0.357391 -6.44392 ]
19,6.63064,[-25.2362 -78.4426 -0.168159 -6.37187 -40.7426 -0.680524 -84.7244 -34.4507 -44.0995 -0.341653 -0.555237 -50.3655 -31.5235 50.1833 -40.7215 -12.6922 -59.5973 -25.2377 -0.169648 -0.191591 -3.09406 -40.7407 62.7261 -47.0203 -6.35074 -37.8005 -0.259516 -75.5016 -0.0526674 91.21 ]
20,7.71643,[-31.514 -6.37828 -0.0360214 0.0203693 -18.9488 -3.03807 -25.2424 -0.105932 -25.2228 -21.8889 -56.6396 -15.5947 -97.2751 -3.07513 -31.5274 53.5092 12.4685 -47.0282 -72.1502 -37.7851 -69.2154 -31.526 -18.9543 -53.2977 -18.9441 62.7401 -6.17547 -44.0855 -0.151795 3.30834 ]
21,7.03254,[-21.8908 -0.274846 -3.00748 -3.04614 -0.010294 -62.9322 -97.3002 0.0379965 -9.26819 -0.229553 -40.7614 -0.643921 -9.36495 -21.8811 -12.6228 -0.0605927 -12.6718 3.23183 0.0121572 -47.0217 0.120504 -53.3333 0.0980625 56.4462 -56.6586 -0.122741 -18.9686 -6.38157 -0.375683 -2.99858 ]
22,5.30063,[-0.669792 0.0542177 -0.291532 6.19391 -15.5965 -21.8931 0.125182 -0.0664234 -91.0023 -56.6486 -18.9568 -0.0598088 -0.100356 -75.4987 -72.141 -0.0869131 -3.09757 0.176877 -12.6703 -18.9396 -78.4511 0.120071 -3.03541 -3.19519 0.293832 0.143683 -9.28851 -72.1633 -88.0655 15.8093 ]
23,7.65026,[6.19303 -12.6643 -18.946 -0.566086 0.00685607 72.3668 -53.3178 -0.0127015 0.0528188 -12.6722 -47.0236 -0.359493 -31.502 9.51949 66.0817 -3.07388 -25.235 -69.2218 -3.00434 -21.8769 -0.0733094 -25.2138 0.158714 -47.0319 -28.1854 -28.2408 -25.2341 -0.176664 -56.6513 -84.7177 ]
24,5.88087,[-0.184738 -0.0937839 18.7504 -12.6464 -3.09908 -3.19683 28.3727 -0.442327 -0.134615 -0.0127068 -59.5876 0.0207121 -9.31756 -3.03792 -2.93671 -12.6564 -28.1808 3.23761 0.13606 -0.0751944 0.106689 -6.41883 -44.0895 -37.8253 -0.335142 -59.5742 -0.355919 -0.327133 34.646 -84.7312 ]
25,9.54777,[-25.2476 -34.4705 -75.4897 -31.5124 -15.5976 -47.0586 -12.5634 -69.2128 -3.06397 -28.1874 -9.30479 -0.235649 -69.2153 -0.0180779 -40.7496 -15.6227 -21.8757 -12.6867 -0.782356 3.18692 -50.3638 -34.4459 -47.0033 -0.630473 -9.31451 -0.0122077 -0.0452623 -0.572224 -44.0838 -3.05564 ]
26,7.30722,[-97.2961 -34.4839 -18.9558 0.0672512 -3.08695 -0.394974 -40.7407 -34.4849 66.0975 -91.0077 -12.6449 -0.295701 -78.4386 -56.6525 -34.4574 -3.0855 -34.4426 -88.0645 -9.29307 -65.879 6.18789 -44.0829 -0.112702 -21.9003 -0.260067 0.135555 -44.0846 53.5056 -0.114499 -9.29992 ]
27,5.27618,[-0.017345 -40.7442 22.1132 62.731 -21.8901 -3.00312 -28.1824 -0.247522 -53.3043 43.87 -91.0055 0.136978 -0.362541 0.0935302 15.8249 -0.11416 -6.39719 -2.72593 -9.30989 -0.0683029 -31.5192 -9.25645 3.2249 -18.9535 -0.322717 -2.93619 -88.0702 -0.0218657 -6.41933 53.5091 ]
28,10.7079,[-0.465765 -15.6106 -0.415651 -3.10539 -97.2778 -15.6189 59.7942 -21.8801 -3.03958 40.9659 -0.0521644 -0.0962219 -15.6175 -69.2408 -3.06779 -12.6976 -94.3241 -0.373875 0.442477 -3.0677 -2.91453 18.746 -21.8903 0.154169 0.400231 -0.176369 -40.7224 -9.3402 -9.35454 81.5748 ]
29,7.45411,[-0.264833 -21.8876 -90.9924 -0.37335 -34.4506 -47.0295 75.2996 0.0142307 -34.4485 -28.2046 -44.0713 -12.6943 -0.216694 0.098841 -37.7854 -21.8883 -21.9095 -0.0660465 50.1568 -6.36176 -3.09469 -94.35 18.7503 -0.670277 -0.386703 -6.37649 -37.7941 0.130397 -25.2396 -69.2075 ]
30,5.96152,[0.272503 0.14088 -62.9339 -47.0287 -34.4741 -18.9203 -3.02586 -6.38583 97.4854 -9.33918 -0.533691 -0.167938 -15.632 0.142754 -9.33789 0.0102978 -9.30936 -47.0194 -2.97964 -0.275514 -53.3184 -21.8752 -21.8874 -31.5143 -94.3447 0.141869 -0.406814 47.2322 -18.9338 -2.98066 ]
31,4.91799,[-28.1743 -65.8717 0.111415 0.232208 -15.616 62.7322 6.18162 -34.4588 -44.0713 -59.5977 -2.9559 -12.709 -15.6102 -6.4674 -0.505424 -6.38721 0.270374 -12.6655 0.0207157 0.10497 -0.20837 -0.150429 -28.1632 0.0219989 -0.0703728 -3.13104 -31.5405 -0.0695782 -21.8895 -2.89665 ]
32,7.24253,[-25.2369 -0.136465 -0.189548 -0.163804 3.22431 -90.9931 9.51519 -3.05561 0.175293 -9.3085 0.0520681 -25.2744 -18.9639 -0.115262 -3.05025 -0.225992 -3.01948 3.22595 -47.0251 -69.1803 0.235266 -9.31363 -9.32884 -12.6668 -6.37179 -12.6918 -44.0694 -28.1816 -25.229 3.27007 ]
33,6.31072,[0.0128515 -0.0729461 -28.1725 -37.8079 -18.9565 -0.108275 -21.9141 -12.6678 -72.1519 -40.7369 -0.200827 -12.6673 -40.7478 -62.9393 -40.7371 -53.3022 -0.585276 12.4698 -3.03956 0.121955 0.116258 -12.6686 -34.4864 -18.9419 3.25269 0.204449 -84.7121 -12.6898 81.5744 -44.0768 ]
34,10.5436,[-50.3415 94.1449 -6.40879 -91.0033 -0.376118 -34.4649 -37.7974 -21.9089 -25.1987 -53.3095 75.3027 -0.000545502 -0.120108 -88.0632 -0.476639 -0.0347159 -40.7392 -2.91948 -28.181 -40.7749 -0.0394211 59.7383 -0.114821 -18.9523 3.24827 -3.13135 -0.394923 -90.9999 -3.02876 0.154808 ]
35,8.66771,[-2.9921 -0.228483 -12.6686 -75.5 -65.8684 -0.445725 -0.264975 -59.6057 -25.2411 -12.6663 -84.7231 -97.2938 -97.2833 -56.6172 0.0180662 -59.6119 0.0114511 -34.4636 -84.7233 -0.0624444 -21.8611 -15.623 -0.173908 -21.8766 34.6713 -0.00545073 0.211637 -6.39584 -0.464389 -56.6547 ]
36,6.35702,[-0.182254 -50.3668 -9.37108 -72.1597 -18.9504 62.7322 -12.6857 -21.9087 -9.38413 -9.32834 0.343521 -0.279876 9.53139 -6.38386 -0.406025 -18.9379 -2.93256 -0.397867 -0.134991 -53.299 -53.2923 -6.37617 -84.7167 -9.31904 -3.0721 -12.6988 -0.0650079 0.233248 -65.8859 -3.0737 ]
37,7.79407,[-25.2441 -21.8832 -37.7806 -21.8734 -28.1716 -53.3115 -37.8023 -0.132969 -9.28992 -25.2268 -31.521 -18.9614 -34.4651 -6.37925 -37.7977 0.017128 -28.2079 -3.10862 -6.38534 -3.00368 0.123918 3.14837 -31.4953 -65.8667 -2.97133 -40.7373 -97.2896 -21.8889 0.285154 -37.7619 ]
38,7.82182,[75.2987 -50.372 0.0750427 0.0307356 -0.134544 -50.3731 0.0125504 -34.4594 -3.08915 -15.6037 0.00588951 -0.0896206 -34.4709 53.4978 -53.3011 -21.8931 -2.9237 -0.219376 -9.33648 -91.0167 -59.5644 -3.06727 47.2307 -21.8613 -3.04611 -31.5418 -3.0655 37.594 47.2312 -31.5148 ]
39,13.1236,[-12.6637 -15.606 -28.1554 -15.5948 -0.081192 -0.283698 -21.9012 -50.3759 -0.0829396 -0.198021 -0.0502648 -3.06086 -0.404045 -0.068531 -0.474632 -3.02401 -31.5325 -97.2789 -0.0265085 -18.9525 -0.111626 -3.0132 -0.12409 -18.9375 -97.1989 -15.6169 -3.06122 -31.5108 -6.36056 -18.9475 ]
40,7.38975,[-0.248891 -6.37293 -12.6646 -25.2214 -28.1689 -3.03531 6.19303 -31.5198 0.504645 0.170761 78.6506 0.0140704 -97.2774 -37.7804 -59.5966 -81.7771 -88.0694 -3.01262 -34.4267 -25.2345 -31.5095 0.11978 -78.4395 -9.32857 -0.166886 -31.5229 -31.5087 -0.134028 62.7242 -3.06 ]
41,5.92871,[-0.412952 -6.41098 15.8109 -21.8802 -47.0385 -15.627 -0.281883 -53.3184 -34.4584 -0.0531059 -21.8892 -0.44059 -6.41916 -9.29976 -65.8791 -15.5753 50.1642 -50.368 -0.0891972 -0.137056 -18.9798 -28.1665 -6.33038 -18.9404 0.0221119 -18.9221 -0.113313 -28.1745 -65.8713 -3.04184 ]
42,9.49332,[-56.6244 -31.5238 47.2228 -78.443 -28.1751 0.135087 -40.7293 -0.14476 -3.22968 -15.6297 -12.6942 -6.37437 -21.8631 -3.01571 -53.2978 -6.39934 -3.07031 62.7151 0.298914 -0.0874388 -53.3117 -50.3581 -12.6831 -3.02133 -21.9095 -78.436 -50.3554 -3.04957 -6.48071 -94.3436 ]
43,9.40268,[-37.79 -15.5976 -18.9481 -0.246409 -3.05362 -34.4472 -72.1621 -37.799 -0.208335 -97.3188 -47.0245 -0.236151 -25.2231 6.16614 34.6436 18.7953 37.6015 -3.09877 -15.5878 -3.09974 -37.8377 0.0534754 3.41883 -25.2386 -0.164534 -0.00962067 0.266535 -0.339141 0.160675 -15.5955 ]
44,11.6746,[-18.9742 -0.0985381 -2.87663 -15.6097 -3.08719 -6.40595 -47.0346 -0.0412495 -12.6726 -9.32744 -97.2722 -50.3552 0.000976562 -25.2336 0.198841 -25.2504 -0.113068 0.266266 94.1257 -9.3114 -88.0659 -53.3009 -2.96614 -18.9407 -18.8897 -18.9649 -78.4714 -3.07802 -0.201631 0.0946188 ]
45,4.99239,[-78.4379 -15.5753 -6.40474 -18.9549 -15.6116 0.136983 -6.38334 -12.6862 0.0295351 -9.3352 -0.20517 -0.246879 -0.522768 47.2237 -44.0726 0.0763724 -21.8952 -0.169495 68.9981 -28.1812 -15.5994 -3.02177 -6.348 -21.8697 -18.9648 -28.174 -6.38063 -56.6433 -25.233 -0.0520992 ]
46,7.06213,[-15.5875 0.197494 -25.2326 0.0281117 -44.0802 6.17331 -25.2296 -12.6766 -0.300802 -0.153281 -0.415863 -6.36594 -18.9439 -0.173583 -31.5233 -50.3649 -62.9504 -28.163 0.127175 -0.0144902 -88.0789 -9.29402 -15.6107 0.00899625 -19.0113 -18.9413 -25.2192 -21.9076 -6.34915 -12.6916 ]
47,7.49513,[-31.5321 -6.32888 -3.02391 -65.8691 -0.291441 -47.0288 -9.31883 -9.36124 -0.273102 -28.1893 0.0795746 -0.291259 -0.752887 -6.37781 -0.100325 -40.7402 -31.512 3.24232 -84.7314 -0.133254 -12.6831 -6.38205 -12.7474 75.3019 -28.1741 -6.38194 -44.0603 -0.491711 -72.1693 -2.9954 ]
48,5.17958,[-3.04121 -28.1765 -50.3532 0.0134721 -18.9478 -15.6139 -0.473406 -3.05413 -59.5867 -25.2339 -18.9497 -9.32257 -0.061779 -0.81327 0.155883 -18.9888 -0.171371 -9.34805 -84.7174 -62.9413 -3.00409 -0.00495338 -9.32068 -47.0282 -0.02983 -40.7356 37.6015 -9.34513 -28.1618 -0.447866 ]
49,8.17336,[-25.2333 -9.31041 40.9248 -56.6492 0.0568659 -31.5242 -15.6132 -37.8038 0.279385 -59.5834 59.7976 -3.02433 -18.9558 -69.2231 -18.9317 -47.0095 -40.7319 -44.0877 -84.7301 -2.99903 -59.5919 72.3726 -62.9368 -3.20854 -0.0218362 -6.3904 -0.17844 -3.01963 -31.5092 -15.5776 ]
50,10.5123,[-37.8306 0.0498685 -37.7975 -3.02538 -37.7501 -25.2249 0.0332212 -15.6252 -0.521982 47.225 0.00378609 3.31037 -12.6673 -84.6958 -12.718 -69.2269 -65.8674 3.27074 0.181606 -15.6304 -12.6726 -31.511 -18.9572 -15.6167 -3.04873 -56.6552 -12.6869 -0.185216 -12.6388 -28.1645 ]
