Run#,Result,Solution
13,4765.17,[-1.60676 -12.366 -6.58924 -13.5625 -2.12532 -12.2573 -40.1427 -3.89829 -3.79122 -30.0761 -2.23881 -0.273009 -0.19322 -15.3441 -11.2744 -4.06953 -16.1149 -6.6568 0.0216642 -6.95728 -16.2809 -25.6566 0.0769905 -1.00859 0.290774 -3.69776 -0.586502 -1.149 -2.26568 -0.653385 ]
14,1672.99,[-0.00370297 -4.02357 -0.0368614 -0.390528 -0.753247 -5.55611 -13.8534 -2.2978 -0.0714043 -0.254969 -0.329813 -9.30903 -30.1976 -1.74991 0.340825 -2.4925 0.178374 -1.6437 0.101912 -0.0466998 -13.4034 -0.0528921 -6.03407 -4.67166 -6.5274 -0.200839 -11.6612 -0.491143 0.00467151 -0.623389 ]
15,3125.74,[-2.17052 0.115078 -0.37373 -0.261304 -7.72432 -1.47379 0.134527 -0.54724 -16.66 0.0326591 -0.540733 0.0678496 -0.809724 0.0226307 -0.0211889 -23.72 -0.826591 -0.0765595 -0.0971256 -40.3457 -0.676783 -0.335827 -0.0838809 -4.75872 -1.50933 -0.124321 -3.88701 -20.2013 -11.841 -0.318307 ]
16,7371.4,[-0.0476463 -0.348086 -0.0148557 -3.4373 -0.114212 -1.34036 -0.0527404 -55.2252 -8.83517 -28.6306 -27.7519 -11.2514 -1.50948 -0.360622 -2.29801 -14.5462 0.0463492 -1.23493 -3.80894 -26.7958 -1.72165 -8.4206 -0.0631866 -2.74749 -1.7912 -6.14248 -0.0434074 -1.01056 -0.0319999 -37.9022 ]
17,3159.64,[-2.73518 -2.08427 -0.172621 -2.79564 -40.737 -0.659366 -0.792418 -0.104525 -5.92669 0.196807 -1.17053 -0.0569828 -5.3757 -0.0859796 -3.71498 -3.04099 -1.90009 -2.26595 -14.5224 -1.19589 -7.07941 -0.0831137 -1.00796 -17.6638 -8.59151 -0.379234 -1.63434 -26.1413 -0.0185394 -6.83208 ]
18,2947.67,[-21.7645 -0.989339 -0.322797 -0.695321 -11.4095 -10.6384 -2.91621 -8.21208 -9.58118 -0.0195934 -0.376606 -0.256097 -17.019 -21.4245 -8.5679 -5.50873 -0.572009 -0.896858 -9.32552 -1.85731 -10.8645 -2.97307 -13.4119 -1.21175 -17.9691 -3.97717 -1.47594 -15.5595 -13.8031 -5.95187 ]
19,2952.96,[-0.888616 -3.77705 -0.410943 -0.350037 -2.76419 -23.0069 -5.05043 -0.506726 -21.8297 -0.249349 -15.1207 -0.52494 -5.33839 -4.26958 -15.6459 -0.0827796 -0.317614 -23.1283 0.0822923 -0.723488 -8.4305 -2.39905 -3.50776 -13.1443 0.0227949 -23.9429 -1.50088 -0.123847 -2.10777 -0.650309 ]
20,2264.92,[-0.751211 -1.10385 -0.108201 -0.0893574 -0.317039 -0.196764 -3.52808 -5.55618 -14.4042 -2.72593 -0.494248 -27.1231 -26.7377 -2.83358 -0.192134 -0.497572 -6.45354 -0.784478 -7.0463 -4.60742 -19.0147 -1.86395 -4.35581 -3.9968 -0.115106 -3.82276 -0.248532 0.0100821 -2.17935 -3.61498 ]
21,614.149,[-13.1829 -0.723406 -0.229439 -1.19008 0.199765 -0.386546 -0.696187 -5.26129 -0.816288 -8.61088 -0.293325 -1.05716 -2.91875 -0.590868 -0.984475 0.151515 -1.63191 -6.27873 -7.84403 -5.4984 -0.487736 -11.255 -1.14773 0.525273 -0.0288881 -1.77507 -3.61705 -6.51363 -1.64102 -0.653387 ]
22,6182.48,[-37.3982 -29.3915 -4.65534 -4.18526 -1.42826 -0.0419551 -2.64788 -0.395634 -0.266465 -1.5972 -17.365 -36.7391 -0.0991839 -1.94186 0.0784366 -8.26842 -36.9714 -0.388327 -2.93444 -2.73806 -0.234728 -0.045838 -0.551689 -7.11748 -0.437368 -21.8515 -2.08279 -0.767357 -9.61677 -11.6731 ]
23,1931.54,[-1.82952 -1.46597 -0.692749 -1.19761 -0.129709 -18.428 -13.1307 -18.21 -18.9649 -0.133629 -0.144392 -1.87762 -14.9485 0.0485978 -8.229 0.0036639 -0.0129478 -1.0125 -8.78188 -1.61225 -0.313979 -11.0137 -5.65503 -3.71561 -2.43483 -12.6441 -0.801399 -3.35541 -0.632144 -0.250613 ]
24,3206.99,[-2.66103 0.202463 -3.92467 -7.41628 -40.1827 -0.282553 -5.13744 -1.70221 -0.151584 -0.0891099 -1.60127 0.0112193 -2.22082 0.0481699 -8.57323 -5.26853 -0.282558 -5.135 -0.901241 -10.5129 -0.106799 -0.641586 -5.25376 0.0272331 -18.3552 -29.0941 -0.062942 -2.77003 -3.62069 -2.58398 ]
25,2093.44,[-0.0618433 -0.329494 -0.0693439 -3.20953 -0.74108 -0.0944509 -16.3666 -6.72099 0.20694 -0.00253153 -27.8991 0.0873179 -4.07635 0.0156422 -0.873833 -0.135031 -10.2144 -0.495369 -0.105528 -2.56116 -23.0111 -11.3376 -2.56617 0.220219 -6.84256 -0.0446472 -2.76846 -1.07157 -11.9124 -0.483971 ]
26,2813.05,[-3.22246 -6.14143 0.130452 0.134108 -0.292974 -1.21686 -5.80657 -2.54281 -13.3277 -0.149509 -0.243782 -0.469799 -6.77763 -12.1349 -5.79863 -27.6693 -1.87685 0.451824 -9.81608 -29.1659 -12.6072 -0.557006 -2.40742 -4.97366 -4.65674 -4.06465 -12.1337 -0.548763 -0.288644 -15.0496 ]
27,1978.17,[-5.74284 0.0547638 -0.121522 -0.434018 -10.1536 -2.01284 -9.05166 -3.70045 -0.71974 -0.0514069 -15.533 -0.0848618 -12.3731 -0.325424 -24.6853 -0.00960094 -1.12883 -0.422817 0.0121535 -14.5045 -0.827805 -0.0690332 -8.72742 -3.8726 -0.255137 -0.962064 -0.840031 -8.88734 -13.1315 -13.4552 ]
28,972.182,[-3.15221 -5.14365 -0.871414 -0.117506 -0.17432 -6.10776 -0.499561 -0.476517 -2.15994 -5.49219 0.0215836 0.361027 0.243571 0.359016 -13.0483 0.13765 -1.38396 0.320793 -1.17043 -22.185 -1.60108 -0.259624 -0.286686 -1.05203 0.10607 -12.4809 -3.31824 -1.29851 0.0665512 -4.88977 ]
29,3902.53,[-5.82225 -8.96531 -1.43587 0.141978 0.161751 -0.643384 -1.52636 -3.33147 -7.96872 -0.671283 -0.117007 -5.03737 -0.258765 -0.379896 -0.110281 -31.2699 -2.82106 -17.88 -4.38092 -0.073136 -0.866943 -1.36422 -6.90176 -1.78793 -0.388667 -0.829876 -34.4608 -32.2085 -8.87431 -0.331932 ]
30,2209.1,[-0.000423878 -0.381602 -6.16166 0.224878 0.165993 -1.38055 0.133186 -0.100334 -0.369406 -6.70283 -0.35368 -2.27376 -7.30767 -10.9675 0.109621 -1.6541 -30.3249 -24.117 -1.03101 -0.520901 -4.89484 -1.10978 -0.502533 -1.19052 -1.94483 -14.4566 0.186151 -14.087 -1.2043 0.235407 ]
31,2906.7,[-0.235324 -0.843946 -0.89832 -0.944204 -23.5336 -4.28629 -0.981293 -20.2551 0.005854 -2.43467 -0.125519 0.123325 -27.4096 -2.54041 -4.3877 -0.268005 -0.271 -1.14065 -15.4695 -2.84905 -3.75436 -0.194009 -28.0353 0.179491 -5.20825 -0.464348 -0.476398 -0.104111 -0.251677 -7.82253 ]
32,4278.67,[-0.340315 -0.0611286 0.0372936 -4.74307 0.0622994 -3.87888 -1.29046 -7.80921 -6.87992 -9.73362 -26.7363 -0.127068 -38.9822 -34.241 0.234064 -0.850862 -1.86806 -1.51055 -0.185119 -13.1669 -2.03321 -8.33118 -0.734625 -0.293341 -3.78002 -0.214806 -0.541738 -13.8861 -12.344 -3.92763 ]
33,1482.08,[-7.90224 -0.00328366 -0.709705 -5.41097 -1.39463 -0.496345 -1.52625 0.265861 -18.8877 -0.00797534 -0.104658 -3.85561 -7.41067 -0.700138 -1.45956 0.293953 -1.7392 -17.0066 -5.34255 -0.0347662 -2.69992 -3.35088 0.141791 -19.0858 -13.851 0.0791087 -7.69684 -0.819837 -0.0214628 -0.800476 ]
34,2176.67,[-0.519279 -1.8924 -7.89007 -8.56602 0.115544 -0.0659332 -19.143 -5.83807 -2.73479 -8.16009 -6.41018 -1.01801 -0.121246 -6.29785 -4.91917 -4.78111 -8.42632 -0.0884104 0.0671078 -36.2182 -0.13782 -0.0440241 -0.67598 -1.75941 -0.0808795 -1.33705 -6.14659 0.484632 -2.74775 -0.0078181 ]
35,2336.38,[-13.516 0.231539 -6.9284 -0.180855 -3.10901 0.00885296 -2.08897 -0.510841 -0.625701 -17.1362 -5.23335 -2.49747 -19.2134 -0.13065 -11.712 0.151986 -17.019 -1.43472 -1.12067 -4.55001 0.137662 -2.81419 -21.0966 -0.787493 -6.20354 -9.31384 -0.326796 -12.3123 -14.5962 -0.128731 ]
36,2341.51,[-1.32879 -0.711175 -0.24997 -0.154615 -0.0616232 -2.69429 -0.103848 -13.1065 0.239553 0.0706664 -0.55687 -3.98906 -31.5551 -4.03057 -4.37587 -2.74788 -15.2597 -15.0452 -0.0315788 -6.1048 -7.54425 -0.497754 -8.16682 -1.1107 -1.99855 -0.0601307 -21.8466 -1.31095 -0.0896897 -0.749521 ]
37,2478.88,[-0.531903 -16.7237 -2.29802 -6.29397 -2.04871 -0.319644 -2.92568 -15.0191 -2.99084 -0.431486 -0.135307 -10.9725 -24.9752 -1.00311 -0.165561 -0.620696 -0.970304 -0.674572 -19.9811 -21.7952 -2.26661 -7.8681 -0.35535 -14.3113 0.107901 0.0252813 -1.40224 -0.234015 -1.43173 -3.02069 ]
38,2192.44,[-2.44122 0.162635 -2.20175 -6.42456 -9.78244 -8.52879 -13.0192 -2.06135 -15.9411 -0.742161 -25.0097 -0.857611 -0.0672268 -21.6769 -6.4173 -12.4656 -0.108621 -0.75136 -4.71194 -6.31131 -0.2364 -12.8047 -1.93549 -3.70182 -0.424496 -0.128029 -1.48041 -0.442764 -1.41711 -1.45551 ]
39,1705.47,[-2.00269 -0.788404 -23.6825 -5.24306 -9.11996 -14.3937 -0.910851 -0.0741747 -10.5132 -1.47676 -1.69391 -3.68195 -4.91656 -1.44263 -3.0874 -3.65468 -13.1349 -0.216351 -1.80633 -1.21011 -0.137973 -0.221355 0.168782 -0.349956 -3.18909 -0.161455 -2.69885 -4.91898 -18.758 -8.48318 ]
40,5159.1,[-1.38381 -12.4871 -8.2989 -30.3043 -5.53639 -0.899281 -4.76672 -12.5637 -2.00626 -0.407491 -0.428104 -0.26695 -7.79733 -11.9173 -33.6161 -5.85603 -36.1489 -15.7537 -1.0632 -0.19107 -16.9969 0.206516 -0.00570667 -18.3057 -3.15693 -14.5207 -0.0388564 -0.131537 -2.7269 -4.69121 ]
41,1247.99,[-0.935584 -12.7502 -9.02829 -8.8961 -3.70642 -21.2546 -10.3495 0.0181322 -0.151681 -1.87724 -4.41564 -0.565302 -2.05076 -5.19905 -2.28595 -0.404387 -1.21572 -0.302809 -11.8513 -2.62959 -3.8241 -6.13013 -0.850143 -1.49238 0.0693901 -0.818596 -7.56361 -0.266261 -5.40884 -0.0327215 ]
42,1509.82,[-2.49512 -0.589378 -0.532059 -17.1486 -5.41943 -4.82119 -0.127566 0.0221193 -2.22816 -0.147491 -16.43 0.03142 -2.64562 -9.07832 -3.60941 -2.78437 -9.73162 0.117032 -1.4845 -1.72186 -19.8363 -6.02615 -0.32416 -0.216904 -12.8493 -2.26768 -8.26456 -0.912154 0.00214458 -1.38308 ]
43,999.569,[-1.77848 -0.55736 -0.401794 -0.21569 -2.50365 -0.142768 -13.6356 -1.01163 -6.3578 -1.27802 -9.85381 0.0216298 0.117595 -2.76705 -0.0347035 0.190448 0.127288 -0.150145 -2.66979 -0.461375 -0.0763616 -15.6276 -10.4806 -16.486 -0.157094 -1.3511 0.107603 -0.327617 -0.0789478 -4.53558 ]
44,2243.91,[-7.0671 -0.0794791 -1.30541 -8.49142 -28.5763 -0.845007 -0.699147 -0.116687 0.0125907 0.00236605 0.0834461 -17.1931 -15.5711 -1.64442 -6.04646 -0.280453 -0.315402 -0.818481 -3.46439 0.0059638 -3.93107 -13.8098 -4.90804 -0.465372 -18.0535 -1.75967 -0.0390434 -11.4266 -4.48781 -1.39454 ]
45,1899.47,[-3.987 -3.48921 -12.663 0.136539 -11.3074 0.00656513 -0.0364761 -9.66185 0.408347 -2.31435 -10.4152 -5.20663 -0.889406 -0.0116154 -30.0527 -4.37924 -5.18551 -9.41025 -1.95652 -6.45188 -0.286161 -6.60109 -6.51357 -0.368428 -2.32939 -0.849517 -11.3958 -0.0386787 -0.316803 -6.50739 ]
46,2465.09,[-10.086 -3.22375 -0.238248 -0.37529 -8.77915 -11.2218 -17.0408 -0.16314 -0.865974 0.00801849 -28.125 -1.85798 0.0229101 -0.201132 -6.26546 -0.653183 -0.234795 0.0195451 -2.25652 -4.38712 -19.1792 -0.0109212 -3.81526 -0.0228531 -17.0615 -2.91025 -2.56124 -0.126103 -0.646212 -17.6371 ]
47,2240.09,[-1.38821 -0.325807 -0.277853 0.026801 -0.772472 -0.591708 -2.04853 -12.9622 -11.5337 0.115167 -22.8144 -4.99095 -0.196552 -20.7683 0.110939 -0.114055 -13.634 -0.821837 -0.0763861 -0.0301336 -6.83854 -15.5368 -5.79828 -10.7371 -3.99019 -17.5334 -0.415764 0.034083 -2.79971 -0.0474924 ]
48,2640.21,[-12.648 0.14477 -0.471863 -0.160299 -12.411 -13.5444 -2.66656 -5.43501 -14.8595 -0.444049 -0.50261 -2.88394 -1.64676 0.245583 -0.816199 -4.68555 -0.164807 -21.9213 -4.99403 0.0721644 -1.84518 -0.0891824 -26.1065 -1.14219 -0.118027 -5.46421 -0.124537 -24.5129 0.032593 -5.32059 ]
49,2784.43,[-0.944747 0.0817397 -0.0874885 -0.055327 -1.36954 -0.0973821 -0.994531 -1.49105 -36.9806 -0.00306368 -30.1585 0.655743 -1.80377 -0.909294 0.0562439 0.100793 -13.4799 -0.882492 -0.630335 -0.113314 0.209947 -15.2289 -2.52071 -1.67463 0.002285 -1.36576 -0.446522 -7.59951 -3.56768 -0.489378 ]
50,1632.65,[-0.318398 -5.57418 -0.436283 -15.8203 -0.720735 -21.5047 -21.8507 -7.19254 0.0573425 0.222361 0.075274 -0.934174 -1.29941 -1.03255 -2.93771 -14.7278 -0.312168 0.612514 -6.1407 -7.92435 0.0629745 -1.54817 -1.4829 0.0251813 -0.31879 0.120624 -3.55896 -3.06972 -1.35474 0.0387544 ]
