Run#,Result,Solution
27,-13.7726,[-42.4684 -9.42357 -9.17391 -7.22463 56.6116 57.4113 -32.1986 -31.1398 -30.8668 -30.5135 -76.7737 -74.3851 -76.6812 -79.2852 -1.62733 1.82478 2.32576 6.40797 8.03529 -60.1884 -61.7921 -86.1959 -87.2648 -85.6622 -36.2767 -35.276 -33.9647 -34.7903 53.8729 54.2532 ]
28,-14.1063,[-78.4425 -77.0589 41.4476 41.7439 40.121 88.9118 88.0795 -56.8549 -54.8669 -55.6637 74.354 76.0955 78.2531 76.2528 -10.5236 -10.6815 -12.518 -16.5844 -59.5957 -59.8189 74.0277 75.5399 74.8465 75.6235 76.2559 93.6762 -76.7305 -74.7039 -76.7542 -78.3628 ]
29,-11.3048,[-17.1849 -14.9323 -16.8216 -95.0414 -25.6727 -22.4267 -22.6871 -67.0638 -67.1158 -64.0092 -61.6664 -63.6181 -63.2428 -64.1647 48.0696 80.2524 81.799 79.8645 -17.4724 -17.1876 -49.3353 -50.3762 -1.34002 0.893654 -0.573348 -56.5949 -55.5326 25.8146 26.0195 -38.7369 ]
30,-14.3336,[94.7913 96.1669 95.4566 98.5642 98.2132 -14.8462 -11.7323 -12.7877 -71.5872 -71.9206 -74.0121 81.4396 82.5587 80.3177 19.9456 19.2743 -37.5012 -38.0221 -40.7235 -42.5648 -54.1552 -55.6525 26.4486 29.1628 29.4633 30.5675 28.4457 -90.1112 -31.7439 -33.0763 ]
31,-10.5406,[30.0085 31.0686 63.3552 63.5024 30.3673 31.4055 29.4727 1.83666 0.656723 3.43385 0.833658 45.8877 46.2745 -90.8234 -90.6067 -100 -9.63973 -10.8568 47.6292 45.6527 -79.4242 14.52 13.554 13.4692 10.1499 58.1517 59.4577 57.3786 -76.8713 -76.6872 ]
32,-13.0471,[98.6045 97.074 -48.2102 -47.2678 -44.8186 -75.4895 -73.3701 -74.8987 39.5784 41.416 38.283 38.2859 39.8581 41.66 -95.7977 -95.2912 73.3566 74.3793 74.8121 -46.7972 -46.0289 -8.45142 -9.68763 50.0877 51.5742 55.212 58.6995 57.2625 89.6411 88.5294 ]
33,-12.5668,[93.6147 91.6878 -83.9574 -83.8498 -87.7023 -88.4 33.1745 37.428 37.5483 38.5729 36.8959 -85.8804 -86.5707 -87.8446 -75.3853 -73.5876 -73.4314 -37.3952 -37.8114 26.055 24.2076 -71.4539 -69.8107 -69.065 12.6146 11.8012 88.8348 88.2945 8.60117 8.79188 ]
34,-13.4824,[-64.831 -65.1235 81.0656 82.7964 83.8974 2.11394 -19.3114 -19.7962 -17.8436 -21.0264 -20.26 -66.9331 1.45729 2.46123 1.41594 25.9232 25.2401 -16.4972 -16.4847 -16.5785 -17.2719 -19.0651 49.3296 50.6245 48.726 -48.4398 -46.0465 -45.8414 2.74653 2.06176 ]
35,-14.7753,[46.8749 45.7592 10.4482 12.0936 11.4542 10.2278 96.0378 94.3949 62.9639 63.4368 -30.4475 -30.3158 -33.03 -38.5306 6.92429 9.60316 10.6168 9.31339 -89.9892 -88.4917 -85.8881 -88.089 -86.2069 -86.8613 -66.9043 -68.3295 -66.44 -69.3911 -33.4558 -33.1231 ]
36,-11.9928,[-99.1574 -100 -8.60186 -7.98209 -37.1575 36.8635 35.3549 73.6189 71.9454 74.3576 73.9828 -40.0523 -39.4163 -40.6287 53.3758 53.1045 50.4215 6.12904 6.59985 7.31252 -70.7471 -13.7578 -12.8517 -12.8005 -14.4017 -16.7646 44.1617 45.8414 -70.3601 -69.5682 ]
37,-11.4127,[69.4435 72.7318 73.1676 -19.9944 -20.6921 -90.6882 -88.9491 -89.7611 92.5072 95.2726 93.0766 -95.1506 2.07985 2.39286 4.04216 -63.6218 -61.9693 76.6469 79.4735 80.2498 78.8507 91.8024 92.1017 -63.8436 -61.3051 -60.4374 80.0047 80.3947 -66.7988 -64.4295 ]
38,-15.8443,[-13.0095 -12.5818 -11.5593 -10.072 78.1364 75.6172 77.3214 77.3913 -91.8268 -90.7478 -88.5182 -86.446 -87.6871 -36.2629 -35.6973 -34.8872 -91.6807 -26.9169 -28.0997 -27.4542 -47.8907 -49.7111 -48.8934 -50.2403 -51.7799 47.9348 49.2483 -79.7756 -79.0804 -81.8717 ]
39,-15.9546,[4.61665 7.76292 6.93408 63.3734 64.0086 -74.4789 -73.4149 -75.175 -76.0579 -74.175 -73.3276 24.8444 24.2982 22.1606 14.7406 14.9417 15.5507 -66.3071 -67.6399 -66.7363 -67.8348 -75.562 -78.2535 -80.2685 -34.695 -34.7952 -32.3681 -31.8201 10.3454 11.0114 ]
40,-13.2735,[46.3467 89.295 88.129 85.8279 -70.9946 -71.5552 -73.6398 44.738 42.6875 -7.82567 -7.55112 -64.9667 -66.4936 -67.4441 -67.9938 -15.6591 -14.434 -100 -97.8463 -95.5653 -95.4755 -96.9528 19.5624 22.4352 23.5011 46.7505 46.1331 8.26648 9.4385 8.28809 ]
41,-14.3186,[-96.1969 -94.4315 -6.55907 -8.35559 -9.58453 -8.94526 -9.13028 45.5689 47.5424 46.5041 -16.0222 -17.2009 -92.1219 -89.6323 -91.0163 -92.3814 -43.7665 -46.1834 -89.8344 -90.9062 74.1597 72.2516 69.9172 70.0602 69.0414 -47.0589 -46.1731 47.7012 48.1858 48.3506 ]
42,-16.9112,[-16.3756 -17.5064 -15.2638 -14.5423 -14.1606 -17.2406 59.1434 57.9938 55.3434 -4.10645 28.5094 28.0146 25.6763 79.2292 78.3918 80.8218 78.0334 76.4448 -61.2704 -63.1191 -63.6675 34.8327 32.3136 32.804 36.6838 39.3324 40.6463 37.6333 -63.886 -65.0677 ]
43,-14.2959,[-17.5375 77.9773 78.082 -44.2944 -46.4722 34.8391 36.5094 -82.426 -79.7522 -79.7648 38.0665 36.9399 37.699 36.8727 35.0089 -2.36024 -0.848399 -1.27728 18.1399 19.1946 -30.8035 -28.815 -26.6449 -26.3438 -23.7136 -25.0547 -24.6811 -22.2296 -97.619 -100 ]
44,-13.4279,[5.07682 6.8868 6.09504 7.75566 6.35073 -22.5595 61.3975 61.6488 -88.8629 -87.1985 -88.5541 -70.7383 -69.611 -70.9983 -71.625 76.9792 77.4573 74.6751 73.8514 29.9169 30.2926 -22.1988 -21.389 -32.8425 -34.7082 -35.6271 27.0613 25.7637 -84.6768 -85.1219 ]
45,-14.3854,[24.4177 25.9941 26.9721 -20.2343 -19.6653 -16.7826 -18.4343 -90.7844 -88.4201 -14.7562 -11.2696 -10.1575 17.8475 20.3754 19.1381 20.2803 -64.7298 -66.3515 -67.4773 80.9011 81.7294 81.7258 -42.1266 -44.3651 91.7859 92.0775 89.0787 53.9237 52.4713 49.5414 ]
46,-17.1943,[-91.09 -90.4065 -91.3818 45.7685 48.3899 48.7569 45.4553 -86.1118 -83.7939 -86.5967 -16.1547 -15.886 -18.1108 -17.8113 -15.3876 -16.51 -13.3703 -14.7556 34.054 34.2714 -100 -99.0908 -96.6206 -73.6384 -72.7894 62.7247 62.5153 62.2383 64.5582 62.6058 ]
47,-13.3358,[37.3317 37.7665 1.64225 2.24698 60.2198 59.5575 58.4606 -72.8042 -73.5677 18.1597 18.6146 20.6749 19.0263 -87.9802 -86.0121 -61.5843 -61.2567 -58.9269 -60.3249 -60.1954 76.553 76.4034 -84.0801 -83.8819 -37.9919 -36.6336 -37.3319 53.5406 52.5453 52.2704 ]
48,-11.2125,[-25.3952 -24.6422 -24.9803 -50.1959 -49.9765 61.5761 62.9381 61.8215 62.0834 -32.0763 -30.8517 -59.1594 -58.2028 44.1521 44.5632 1.98633 2.45645 -19.362 -21.308 -23.0325 -39.4442 -39.3785 46.9839 50.2244 48.4133 45.2744 84.9919 85.7443 86.453 52.249 ]
49,-16.5854,[-74.7291 -75.4382 -72.1246 19.9938 18.8397 16.9486 16.4395 15.5231 17.4801 15.1924 -99.9315 -98.7767 -54.8238 -55.7921 -54.1436 -68.8889 -69.9081 -69.6666 -100 -99.1298 -96.8088 -100 -82.3349 -82.037 -83.4898 -85.2254 -88.2944 -89.6167 -90.6534 -100 ]
50,-11.5039,[16.438 17.4107 19.4544 -27.4791 -24.0237 -24.7313 17.3785 15.8663 82.0267 83.5227 84.5384 83.6539 38.252 40.6439 40.9204 11.353 12.6396 65.3496 65.9189 20.3081 19.3974 -49.5909 -46.8515 -46.5074 41.6358 43.9644 -63.3369 -63.4981 58.223 59.5034 ]
